Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-05-16,01:00:00,CNR2426001805,Incomplete,817678,eBike,Anna Nagar,Thiruvanmiyur,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-22,21:00:00,CNR1553612485,Success,550126,Prime Plus,Nanganallur,Pammal,3.68,2.14,0,NULL,0,NULL,0,NULL,596.98,11.02,3.7,4.5
2025-05-10,20:00:00,CNR9602048801,Success,299649,eBike,Saidapet,Pallavaram,8.55,5.57,0,NULL,0,NULL,0,NULL,284.2402437,5.21,4.2,4.4
2025-05-24,21:00:00,CNR3603371504,Success,535728,eBike,Mandaveli,Nungambakkam,8.72,12.2,0,NULL,0,NULL,0,NULL,288.4981773,20.93,3.5,3.8
2025-05-01,01:00:00,CNR6386916142,Success,391974,Prime Sedan,Chromepet,Anna Nagar,5.49,5.43,0,NULL,0,NULL,0,NULL,610.74,17.3,3.9,4.6
2025-05-24,13:00:00,CNR1117979814,Success,445188,eBike,Kelambakkam,Guindy,4.39,9.54,0,NULL,0,NULL,0,NULL,306.2897325,18.42,3.9,3.7
2025-05-01,06:00:00,CNR9667924437,Success,739463,Prime SUV,Ambattur,Mogappair,7.64,3.28,0,NULL,0,NULL,0,NULL,890.72,11.24,3.7,4
2025-05-07,19:00:00,CNR3998449374,Cancelled by Driver,830138,Prime Plus,Kodambakkam,Perungudi,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-14,20:00:00,CNR3354707783,Success,578181,eBike,Padi,Sholinganallur,4.8,5.52,0,NULL,0,NULL,0,NULL,162.99,21.97,4.2,4.1
2025-05-15,12:00:00,CNR3904953461,Success,724756,Prime Sedan,Ashok Nagar,Guindy,9.32,12.09,0,NULL,0,NULL,0,NULL,374.3292643,25.38,4.2,4.6
2025-05-24,13:00:00,CNR3311993357,Success,521386,Auto,Nungambakkam,Egmore,4.21,9.64,0,NULL,0,NULL,0,NULL,1458.65,27.44,4,4.9
2025-05-22,15:00:00,CNR9619969582,Cancelled by Driver,896112,Bike,Washermanpet,Kilpauk,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,21:00:00,CNR4870158326,Success,286741,Bike,Nungambakkam,Thiruvanmiyur,4.63,11,0,NULL,0,NULL,0,NULL,338.5029074,7.07,4,4.7
2025-05-25,01:00:00,CNR7042010390,Success,436776,Mini,Choolaimedu,Vepery,8.82,3.39,0,NULL,0,NULL,0,NULL,404.3,18.59,4.3,3.5
2025-05-14,00:00:00,CNR8553112838,Incomplete,590456,Mini,Korattur,Padi,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-30,03:00:00,CNR1447019896,Success,507953,Auto,Broadway,Triplicane,8.79,14.58,0,NULL,0,NULL,0,NULL,115.5903542,23.18,4.8,4.5
2025-05-08,03:00:00,CNR1779682905,Cancelled by Driver,914311,Prime Plus,Mylapore,Royapettah,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,14:00:00,CNR3207690007,Cancelled by Driver,385521,Mini,Avadi,Pallavaram,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-29,15:00:00,CNR1976165691,Incomplete,820223,Mini,Saidapet,Royapettah,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-05,23:00:00,CNR4211351686,Cancelled by Driver,866008,Prime SUV,Triplicane,Vepery,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-25,15:00:00,CNR5838906966,Success,210239,eBike,Velachery,Pammal,2.39,12.18,0,NULL,0,NULL,0,NULL,709.0830672,22.95,4.8,4.5
2025-05-07,05:00:00,CNR7499848951,Success,869529,eBike,Broadway,Mogappair,6.1,3.36,0,NULL,0,NULL,0,NULL,950.26,8.58,4.4,4.1
2025-05-11,08:00:00,CNR9809620254,Success,696087,Auto,Kelambakkam,Adyar,5.97,5.7,0,NULL,0,NULL,0,NULL,413.1823538,22.38,4.7,4.7
2025-05-14,08:00:00,CNR8127273136,Cancelled by Driver,938830,Prime Sedan,Saidapet,Kilpauk,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,06:00:00,CNR2829841740,Cancelled by Customer,504332,eBike,Velachery,Tambaram,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,06:00:00,CNR8861270176,Success,695638,Auto,Pammal,Mandaveli,8.4,5.37,0,NULL,0,NULL,0,NULL,474.97,16.43,4.9,4.3
2025-05-27,17:00:00,CNR4181592077,Cancelled by Driver,584506,Prime SUV,Vepery,Manapakkam,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-16,12:00:00,CNR6644556579,Success,632029,Prime SUV,Nungambakkam,Pallavaram,5.33,14.82,0,NULL,0,NULL,0,NULL,310.4990521,29.89,3.8,4
2025-05-02,15:00:00,CNR1904158966,Cancelled by Driver,564368,eBike,Perungudi,Guindy,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,20:00:00,CNR9406546164,Success,198481,eBike,Sholinganallur,Mylapore,2.2,10.14,0,NULL,0,NULL,0,NULL,255.1616805,6.39,3.8,4.6
2025-05-22,09:00:00,CNR6676000474,Success,114317,Prime Plus,Mylapore,Ambattur,6.83,3.69,0,NULL,0,NULL,0,NULL,117.2872178,7.24,3.6,5
2025-05-06,21:00:00,CNR6981119730,Success,305067,Prime Plus,Aminjikarai,Perambur,7.37,6.3,0,NULL,0,NULL,0,NULL,230.77,6.36,4.4,3.6
2025-05-06,23:00:00,CNR5160014725,Success,357600,Prime Sedan,Washermanpet,Choolaimedu,5.39,9.96,0,NULL,0,NULL,0,NULL,739.32504,10.79,4,4.2
2025-05-02,18:00:00,CNR1639076194,Success,142943,Mini,Kilpauk,Washermanpet,3.56,14.67,0,NULL,0,NULL,0,NULL,752.3158319,9.67,4.2,4.1
2025-05-07,19:00:00,CNR3421152323,Success,794861,Bike,Egmore,Sholinganallur,7.42,11.83,0,NULL,0,NULL,0,NULL,115.7,2.83,4.6,3.7
2025-05-07,13:00:00,CNR3787895119,Success,788091,eBike,Sholinganallur,Anna Nagar,4.37,7.45,0,NULL,0,NULL,0,NULL,864.47,2.12,3.9,4.1
2025-05-15,12:00:00,CNR7788764119,Cancelled by Driver,153535,Prime Plus,Ambattur,Nanganallur,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-01,06:00:00,CNR7441258634,Cancelled by Driver,610959,Prime SUV,Mount Road,Vepery,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-10,05:00:00,CNR5882941717,Cancelled by Driver,529855,Prime SUV,Mylapore,Triplicane,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-12,05:00:00,CNR2765488952,Cancelled by Driver,130651,Bike,Madipakkam,Pammal,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-18,01:00:00,CNR7724051069,Incomplete,855889,eBike,Korattur,Avadi,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-01,17:00:00,CNR3944852558,Success,256936,Auto,Triplicane,Padi,4.7,2.3,0,NULL,0,NULL,0,NULL,525.9883516,20.01,4.9,3.5
2025-05-03,20:00:00,CNR9401753697,Success,811160,Auto,Madipakkam,Ashok Nagar,6.67,4.71,0,NULL,0,NULL,0,NULL,567.61,14.22,4.2,3.7
2025-05-05,21:00:00,CNR2642363502,Success,863484,Auto,Broadway,Kelambakkam,3.9,10.92,0,NULL,0,NULL,0,NULL,1098.617839,4.03,4.4,4.4
2025-05-17,02:00:00,CNR3617354206,Success,217938,Auto,Velachery,Nungambakkam,2.68,4.25,0,NULL,0,NULL,0,NULL,459.0862052,5.53,3.7,3.8
2025-05-20,18:00:00,CNR2201423785,Success,576084,Prime SUV,Besant Nagar,Vadapalani,6.48,8.38,0,NULL,0,NULL,0,NULL,415.7143866,26.94,4.9,3.6
2025-05-09,06:00:00,CNR1647362788,Cancelled by Driver,826631,eBike,Koyambedu,Pammal,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-04,09:00:00,CNR6013992194,Success,704946,Bike,Besant Nagar,Tambaram,7.63,6.75,0,NULL,0,NULL,0,NULL,932.45,26.67,4.2,3.5
2025-05-25,05:00:00,CNR9673482376,Success,547308,Prime SUV,Porur,Padi,7.02,13.92,0,NULL,0,NULL,0,NULL,514.928744,14.69,4.2,3.9
2025-05-22,02:00:00,CNR7598541862,Cancelled by Driver,114778,Mini,Adyar,Pammal,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-18,18:00:00,CNR6661112202,Success,590841,Mini,Besant Nagar,Avadi,9.24,8.68,0,NULL,0,NULL,0,NULL,161.2612711,10.58,4.1,3.6
2025-05-26,13:00:00,CNR4090456905,Success,841808,eBike,Siruseri,Royapettah,5.5,2.02,0,NULL,0,NULL,0,NULL,315.46,20.07,4.9,3.5
2025-05-17,12:00:00,CNR3213244110,Cancelled by Driver,933511,Prime Plus,Chromepet,Pammal,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-17,03:00:00,CNR8894638247,Success,766870,Auto,Korattur,Aminjikarai,3.53,3.6,0,NULL,0,NULL,0,NULL,683.7560161,17.59,4,5
2025-05-29,16:00:00,CNR8239910124,Success,187247,Prime SUV,Mandaveli,Anna Nagar,6.83,14.7,0,NULL,0,NULL,0,NULL,712,2.55,4.2,4.9
2025-05-06,01:00:00,CNR3024136941,Success,825760,Bike,Thoraipakkam,Pallavaram,8.98,3.34,0,NULL,0,NULL,0,NULL,287.61,20.17,4.6,3.6
2025-05-13,04:00:00,CNR5544999518,Success,337071,Prime Plus,Avadi,Broadway,7.86,9.76,0,NULL,0,NULL,0,NULL,598.31,27.54,4.1,4.5
2025-05-14,23:00:00,CNR5185211818,Success,196039,Auto,Triplicane,Adyar,5.75,12.6,0,NULL,0,NULL,0,NULL,111.2308196,6.95,4.1,3.7
2025-05-29,09:00:00,CNR3033904777,Cancelled by Driver,819404,Prime SUV,Sholinganallur,Nungambakkam,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-02,09:00:00,CNR1351793856,Success,807349,Prime Plus,Mogappair,Washermanpet,6.99,9.84,0,NULL,0,NULL,0,NULL,395.93,21.4,4.5,4.9
2025-05-28,07:00:00,CNR7868280216,Cancelled by Driver,436898,Bike,Semmancheri,Padi,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,03:00:00,CNR2488415042,Cancelled by Driver,502210,eBike,Pallavaram,Mogappair,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-29,13:00:00,CNR3785055092,Success,158884,Prime Sedan,Egmore,Mandaveli,4.79,11.34,0,NULL,0,NULL,0,NULL,584.89,24.21,4.5,4
2025-05-09,00:00:00,CNR6318696208,Cancelled by Driver,918913,Bike,Nungambakkam,Padi,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-25,11:00:00,CNR7216057509,Incomplete,659492,Auto,Semmancheri,Pallavaram,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-23,14:00:00,CNR6670347401,Success,620517,Prime SUV,Egmore,Aminjikarai,7.26,12.4,0,NULL,0,NULL,0,NULL,256.3941941,16.26,3.9,4.4
2025-05-02,11:00:00,CNR3214090250,Success,321709,Prime SUV,Velachery,Parrys,4.27,2.59,0,NULL,0,NULL,0,NULL,491.03,11.26,4.3,4.4
2025-05-19,15:00:00,CNR1898076480,Success,370990,Prime Sedan,Siruseri,Perambur,9.79,11.58,0,NULL,0,NULL,0,NULL,563.3704199,28.96,4.9,4.3
2025-05-30,13:00:00,CNR4700553530,Success,660182,Prime Sedan,Ambattur,Pallavaram,6.09,9.2,0,NULL,0,NULL,0,NULL,300.1352507,6.65,3.9,4.7
2025-05-18,13:00:00,CNR3860484505,Cancelled by Driver,154856,Prime SUV,Perungudi,Aminjikarai,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-28,18:00:00,CNR3284378573,Cancelled by Driver,896246,Auto,Korattur,Perungudi,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-07,14:00:00,CNR5004745577,Success,109072,Prime Sedan,Velachery,Tambaram,3.31,9.47,0,NULL,0,NULL,0,NULL,929.2496548,17.35,3.7,4.4
2025-05-03,17:00:00,CNR8749690460,Cancelled by Driver,593334,eBike,Porur,Vepery,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,01:00:00,CNR6605134615,Success,105158,Prime Sedan,Madipakkam,Chetpet,5.65,3.35,0,NULL,0,NULL,0,NULL,372.8771701,29.63,4.8,3.6
2025-05-19,08:00:00,CNR5632219493,Success,292058,Mini,Velachery,Mount Road,4.17,12.41,0,NULL,0,NULL,0,NULL,269.5293112,26.2,4.8,4.4
2025-05-22,11:00:00,CNR7952088903,Success,718324,Bike,Koyambedu,Aminjikarai,4.65,5.62,0,NULL,0,NULL,0,NULL,403.3966788,29.06,3.9,3.5
2025-05-27,01:00:00,CNR5225050022,Success,536153,Auto,Pammal,Velachery,5.48,11.04,0,NULL,0,NULL,0,NULL,1191.509833,18.28,3.9,4.8
2025-05-23,00:00:00,CNR3589051882,Success,216266,Prime Plus,Saidapet,Koyambedu,4.36,9.85,0,NULL,0,NULL,0,NULL,239.789061,5.33,4.8,5
2025-05-18,11:00:00,CNR2726846982,Cancelled by Driver,839509,Prime Plus,Pammal,Perambur,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,20:00:00,CNR9711150892,Success,539233,Prime Sedan,Mogappair,Porur,8.93,14.58,0,NULL,0,NULL,0,NULL,212.35,21.78,4.2,4.9
2025-05-11,07:00:00,CNR2065477404,Success,323535,Prime SUV,Padi,Pallavaram,9.08,10.46,0,NULL,0,NULL,0,NULL,583.2061393,19.8,3.7,3.9
2025-05-16,00:00:00,CNR2796884664,Cancelled by Customer,165669,Prime SUV,Guindy,Kodambakkam,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-24,04:00:00,CNR4000157095,Incomplete,615419,Bike,Madipakkam,Broadway,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-03,00:00:00,CNR9186940836,Incomplete,536413,Auto,Vadapalani,Pammal,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-27,13:00:00,CNR7018708950,Cancelled by Driver,342899,Prime Sedan,Avadi,Vadapalani,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-04,09:00:00,CNR1123361464,Success,759007,Prime SUV,Broadway,Pallavaram,4.71,2.99,0,NULL,0,NULL,0,NULL,381.33,21.74,4.1,4.4
2025-05-14,11:00:00,CNR7929726833,Success,509063,Bike,Manapakkam,Vepery,4.48,8.98,0,NULL,0,NULL,0,NULL,856.6287903,29.72,4.2,3.6
2025-05-07,13:00:00,CNR1190937149,Success,183091,eBike,Nungambakkam,Pallavaram,6.94,9.22,0,NULL,0,NULL,0,NULL,760.2279401,26.22,3.8,3.7
2025-05-01,17:00:00,CNR2258339074,Success,925908,Mini,Semmancheri,Washermanpet,3.09,14.28,0,NULL,0,NULL,0,NULL,174.4610413,6.03,4.2,4.1
2025-05-02,05:00:00,CNR4102577987,Success,256807,Auto,Parrys,Washermanpet,3.81,5.49,0,NULL,0,NULL,0,NULL,106.5278423,7.1,4.3,4.7
2025-05-12,08:00:00,CNR8319624493,Success,603671,Prime Plus,Velachery,Avadi,9.63,3.68,0,NULL,0,NULL,0,NULL,299.8823096,21.99,3.6,3.9
2025-05-10,02:00:00,CNR7803276529,Success,328929,Auto,Kodambakkam,Aminjikarai,7.09,12.72,0,NULL,0,NULL,0,NULL,379.79,27.89,4.2,4.9
2025-05-14,07:00:00,CNR4045929771,Cancelled by Driver,926969,Prime Sedan,Ashok Nagar,Siruseri,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-15,03:00:00,CNR6764631927,Cancelled by Driver,404457,Mini,Koyambedu,Vepery,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-25,16:00:00,CNR8712746762,Success,580408,eBike,Ashok Nagar,Tambaram,5.32,14.62,0,NULL,0,NULL,0,NULL,243.8740456,18.35,4.5,4.8
2025-05-18,01:00:00,CNR2976693115,Success,653274,Mini,Velachery,Royapettah,4.38,14.55,0,NULL,0,NULL,0,NULL,205.8226816,20.79,4.2,3.8
2025-05-08,23:00:00,CNR4056622992,Success,753891,Prime SUV,Chromepet,Pammal,6.35,6.29,0,NULL,0,NULL,0,NULL,275.0813098,2.3,4.8,4.8
2025-05-11,04:00:00,CNR5980701214,Success,387925,Auto,Choolaimedu,Ambattur,6.44,6.2,0,NULL,0,NULL,0,NULL,229.86,22.12,3.8,4.9
2025-05-25,13:00:00,CNR3197529553,Success,827511,Auto,Perambur,Thoraipakkam,5.99,13.27,0,NULL,0,NULL,0,NULL,199.1004448,13.88,4.4,4
2025-05-24,09:00:00,CNR1325113526,Success,667109,eBike,Anna Nagar,Kilpauk,3.75,7.94,0,NULL,0,NULL,0,NULL,463.3301654,2.59,4.5,4.2
2025-05-08,01:00:00,CNR2979152311,Success,434254,Mini,Thiruvanmiyur,Vepery,6.97,8.01,0,NULL,0,NULL,0,NULL,366.2336083,28.9,4,4
2025-05-25,07:00:00,CNR2579880342,Cancelled by Customer,459245,Prime Sedan,Kelambakkam,Perambur,NULL,NULL,1,Change of plans,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-06,17:00:00,CNR3712449083,Success,564634,Auto,T Nagar,Parrys,9.12,12.92,0,NULL,0,NULL,0,NULL,661.8390658,28.38,4.5,3.7
2025-05-29,06:00:00,CNR9147057252,Incomplete,250378,Prime SUV,Besant Nagar,Aminjikarai,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-28,12:00:00,CNR4261200703,Incomplete,513513,eBike,Vadapalani,Guindy,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-27,20:00:00,CNR4048420548,Success,197026,Prime Sedan,Thiruvanmiyur,Choolaimedu,4.37,3.94,0,NULL,0,NULL,0,NULL,984.21,24.59,3.7,4.4
2025-05-27,13:00:00,CNR9081873937,Cancelled by Driver,585731,Prime Plus,Anna Nagar,Parrys,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-13,19:00:00,CNR5084820658,Cancelled by Customer,297711,Prime SUV,Thoraipakkam,Thiruvanmiyur,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,08:00:00,CNR9555645444,Success,399610,Auto,Semmancheri,Pammal,3.6,12.05,0,NULL,0,NULL,0,NULL,356.91,24.24,3.5,3.9
2025-05-08,12:00:00,CNR5461548470,Success,853328,Prime SUV,Perungudi,Kotturpuram,6.57,9.58,0,NULL,0,NULL,0,NULL,167.24,27.9,4.2,4.9
2025-05-04,18:00:00,CNR5955805055,Success,417180,Mini,Adyar,Egmore,6.75,14.41,0,NULL,0,NULL,0,NULL,372.3441189,28.97,5,3.9
2025-05-22,10:00:00,CNR8344618911,Success,595967,Auto,Mylapore,Nanganallur,7.48,7.62,0,NULL,0,NULL,0,NULL,293.49,17.31,3.6,4.2
2025-05-13,09:00:00,CNR4519238510,Success,221608,Prime SUV,Kilpauk,Korattur,3.32,3.12,0,NULL,0,NULL,0,NULL,865.39,4.34,3.8,3.6
2025-05-26,06:00:00,CNR8985622524,Success,687709,Auto,Kotturpuram,Mogappair,6.82,9.23,0,NULL,0,NULL,0,NULL,331.358273,20.97,4,4
2025-05-09,00:00:00,CNR3457920170,Success,808942,Bike,Chetpet,Ashok Nagar,2.56,4.82,0,NULL,0,NULL,0,NULL,1008.942039,21.49,3.6,4.9
2025-05-10,23:00:00,CNR8560754503,Success,756445,Mini,Choolaimedu,Besant Nagar,9.79,11.25,0,NULL,0,NULL,0,NULL,535.8278116,2.32,4.5,4.5
2025-05-25,00:00:00,CNR9986109736,Success,220745,Bike,Siruseri,Washermanpet,4.57,13.27,0,NULL,0,NULL,0,NULL,1047.205089,2.64,4.8,3.9
2025-05-12,05:00:00,CNR7839450738,Success,550738,Auto,Choolaimedu,Chromepet,6.15,12.01,0,NULL,0,NULL,0,NULL,847.152041,11.71,4.6,4
2025-05-28,20:00:00,CNR2972379077,Cancelled by Driver,337076,Auto,Royapettah,Siruseri,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-17,19:00:00,CNR4127119760,Success,197330,eBike,Perungudi,Semmancheri,2.44,12.02,0,NULL,0,NULL,0,NULL,862.1967709,2.87,3.8,4.8
2025-05-27,02:00:00,CNR4313507729,Success,163362,Mini,Mandaveli,Aminjikarai,4.76,9.9,0,NULL,0,NULL,0,NULL,434.9190234,13.11,4.5,3.9
2025-05-06,20:00:00,CNR2064372762,Success,823540,Mini,Besant Nagar,Anna Nagar,7.94,6.14,0,NULL,0,NULL,0,NULL,621.9979968,26.27,3.6,4.5
2025-05-24,20:00:00,CNR2807563598,Success,361774,Prime Plus,Nanganallur,T Nagar,2.24,11.78,0,NULL,0,NULL,0,NULL,296.3680485,9.99,4.5,4.5
2025-05-24,13:00:00,CNR1734866816,Success,590859,Prime Sedan,Vepery,Thoraipakkam,6.62,4.42,0,NULL,0,NULL,0,NULL,465.3336839,25.48,3.7,4.1
2025-05-15,09:00:00,CNR8484815979,Cancelled by Customer,473367,Prime Sedan,Kilpauk,Nanganallur,NULL,NULL,1,Driver is not moving towards pickup location,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-25,13:00:00,CNR9395868030,Success,919695,Auto,Nanganallur,T Nagar,3.32,11.76,0,NULL,0,NULL,0,NULL,463.5502613,17.34,4.2,4.1
2025-05-25,00:00:00,CNR1826817853,Success,352204,Bike,Anna Nagar,Ashok Nagar,3.88,5.32,0,NULL,0,NULL,0,NULL,268.4366521,24.39,4.3,4.6
2025-05-12,08:00:00,CNR5717011924,Success,342103,Mini,Egmore,Kodambakkam,3.82,7.95,0,NULL,0,NULL,0,NULL,479.73,14.38,4.1,3.7
2025-05-16,06:00:00,CNR7499941619,Cancelled by Driver,105107,Bike,Guindy,Kilpauk,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-11,19:00:00,CNR4432765842,Success,487838,Mini,Madipakkam,Mount Road,4.49,4.78,0,NULL,0,NULL,0,NULL,661.98,13.59,4.1,3.7
2025-05-17,11:00:00,CNR4940344388,Success,307873,Mini,Chromepet,Egmore,3.33,11.73,0,NULL,0,NULL,0,NULL,179.88,11.51,4.4,4.1
2025-05-15,23:00:00,CNR9202386368,Success,283972,eBike,Mandaveli,Parrys,5.04,11.79,0,NULL,0,NULL,0,NULL,973.8611278,29.77,4.2,3.6
2025-05-12,09:00:00,CNR4465844396,Cancelled by Customer,308042,Prime Sedan,Pallavaram,Saidapet,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-12,23:00:00,CNR9555059168,Success,988772,Bike,Villivakkam,Pallavaram,5.39,2.12,0,NULL,0,NULL,0,NULL,183.4442507,28.75,4.5,3.7
2025-05-22,04:00:00,CNR4330473622,Success,331259,Bike,Royapettah,Chetpet,4.14,3.63,0,NULL,0,NULL,0,NULL,1176.133731,14.46,4.8,3.8
2025-05-23,15:00:00,CNR7790041807,Success,978425,eBike,Sholinganallur,Padi,8.32,4.52,0,NULL,0,NULL,0,NULL,901.5107129,13.38,4.9,4
2025-05-24,04:00:00,CNR1487487255,Cancelled by Driver,298155,Mini,Pammal,Porur,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-11,06:00:00,CNR2168274876,Success,881718,Mini,Aminjikarai,Ashok Nagar,5.36,12.54,0,NULL,0,NULL,0,NULL,694.6897977,11.39,4.6,4
2025-05-08,17:00:00,CNR6821396356,Success,398932,Bike,Semmancheri,Royapettah,4.63,3.8,0,NULL,0,NULL,0,NULL,987.6894804,25.59,4.5,4
2025-05-19,13:00:00,CNR5855162519,Success,459446,Prime Plus,Parrys,Adyar,2.9,14.57,0,NULL,0,NULL,0,NULL,472.3365388,26.2,4.5,4.2
2025-05-12,13:00:00,CNR6609368920,Cancelled by Driver,708130,eBike,Tambaram,Pammal,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-10,23:00:00,CNR5992067081,Success,392026,eBike,Parrys,Vepery,2.73,14.42,0,NULL,0,NULL,0,NULL,500.4604177,15.02,4.9,3.7
2025-05-30,03:00:00,CNR8112951912,Cancelled by Driver,570256,Mini,Chromepet,Semmancheri,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-12,13:00:00,CNR2210500728,Cancelled by Customer,832798,Prime SUV,Tambaram,Madipakkam,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-14,08:00:00,CNR8359997734,Cancelled by Customer,911459,Prime Plus,Mount Road,Mylapore,NULL,NULL,1,Change of plans,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,05:00:00,CNR8772507191,Success,847573,Prime Sedan,Mandaveli,Perungudi,9.95,3.62,0,NULL,0,NULL,0,NULL,790.1892023,11.12,3.9,4.2
2025-05-21,03:00:00,CNR5650537358,Cancelled by Driver,642798,Bike,Kodambakkam,Thoraipakkam,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-23,09:00:00,CNR9418711045,Success,139341,eBike,Koyambedu,Vepery,9.46,14.17,0,NULL,0,NULL,0,NULL,146.3974178,13.66,3.6,4.9
2025-05-11,23:00:00,CNR6388374068,Success,847177,eBike,Egmore,Guindy,8.85,5.13,0,NULL,0,NULL,0,NULL,820.219974,6.83,4.7,4.8
2025-05-21,21:00:00,CNR4051352176,Success,352890,Mini,Thoraipakkam,Perungudi,4.34,10.77,0,NULL,0,NULL,0,NULL,104.2586777,15.13,4.3,3.7
2025-05-07,06:00:00,CNR2463024548,Success,280965,Prime Sedan,Guindy,Kotturpuram,7.2,12.02,0,NULL,0,NULL,0,NULL,247.0820612,6.65,4.2,5
